GEONAMEID;NAME;ASCIINAME;ALTERNATENAMES;LATITUDE;LONGITUDE;FEATURE_CLASS;FEATURE_CODE;COUNTRY_CODE;CC2;ADMIN1_CODE;ADMIN2_CODE;ADMIN3_CODE;ADMIN4_CODE;POPULATION;ELEVATION;DEM;TIMEZONE;MODIFICATION_DATE
11002736;Drăcșenei;Dracsenei;;44.22676;24.98542;P;PPLA2;RO;;35;152797;;;783;;115;Europe/Bucharest;2016-01-02
11002794;Dragomirna Monastery;Dragomirna Monastery;Manastirea Dragomirna,Mănăstirea Dragomirna;47.75864;26.22977;S;MSTY;RO;;34;146325;;;0;;374;Europe/Bucharest;2016-01-03
11002840;Vatra;Vatra;;44.02529;25.00018;P;PPL;RO;;35;154790;;;220;;89;Europe/Bucharest;2016-01-04
11002841;Jabăr;Jabar;Zsabar,Zsábár;45.7139;21.80101;P;PPL;RO;;36;156106;;;474;;110;Europe/Bucharest;2016-01-04
11002842;Sârbova;Sarbova;Szirbova;45.69963;21.56084;P;PPL;RO;;36;158243;;;323;;102;Europe/Bucharest;2016-01-04
11002852;Cloșca;Closca;;45.01068;28.4733;P;PPL;RO;;37;160528;;;101;;91;Europe/Bucharest;2016-01-05
11002853;I. C. Brătianu;I. C. Bratianu;;45.40581;28.05381;P;PPLA2;RO;;37;161525;;;1187;;5;Europe/Bucharest;2016-01-05
11002854;Maliuc;Maliuc;;45.17678;29.11334;P;PPLA2;RO;;37;160779;;;238;;3;Europe/Bucharest;2016-01-05
11002875;Key Account Trading;Key Account Trading;Champagne Whisky Cognac Prosecco Vin Mousseux Oenotheque,Champagne Whisky Cognac Prosecco Vin Mousseux Oenothèque,Champagne Whisky Cognac Prosecco Vino Spumanti Enoteca,Champagne Whisky Cognac Prosecco Wine Sparkling Enoteca,Champagner Whisky Cognac Prosecco Wein Sekt Enoteca,Champan Whisky Conac Prosecco Vino Espumoso Enoteca,Champán Whisky Coñac Prosecco Vino Espumoso Enoteca,Key Account Trading,Sampanie Whisky Coniac Prosecco Vin Spumant Vinoteca,Șampanie Whisky Coniac Prosecco Vin Spumant Vinotecă;44.46888;26.07349;S;RET;RO;;10;179132;11055041;;0;90;90;Europe/Bucharest;2016-02-07
11002898;Floreni;Floreni;;46.23649;27.97377;P;PPL;RO;;38;164981;;;668;;46;Europe/Bucharest;2016-01-06
11002899;Cioatele;Cioatele;;46.82893;27.42881;P;PPL;RO;;38;161856;;;368;;125;Europe/Bucharest;2016-01-06
11002902;Plopeni;Plopeni;;46.58038;27.59993;P;PPL;RO;;38;162595;;;0;;309;Europe/Bucharest;2016-01-06
11002924;Șopârleni;Soparleni;Sopirleni,Șopîrleni;46.76045;28.11722;P;PPL;RO;;38;163618;;;27;;40;Europe/Bucharest;2016-01-07
11002925;Fundătura Mică;Fundatura Mica;;46.70472;27.43561;P;PPL;RO;;38;164393;;;58;;319;Europe/Bucharest;2016-01-07
11002926;Pădureni;Padureni;;46.78608;27.43838;P;PPL;RO;;38;165130;;;374;;212;Europe/Bucharest;2016-01-07
11002927;Vâlcele;Valcele;Vilcele,Vîlcele;46.74718;27.44577;P;PPL;RO;;38;165130;;;70;;251;Europe/Bucharest;2016-01-07
11003020;Poienești-Deal;Poienesti-Deal;;46.58823;27.53458;P;PPL;RO;;38;165336;;;124;;443;Europe/Bucharest;2016-01-08
11003021;Cursești-Deal;Cursesti-Deal;;46.71353;27.38829;P;PPL;RO;;38;165611;;;204;;226;Europe/Bucharest;2016-01-08
11003022;Mosoroasa;Mosoroasa;;45.15766;24.28711;P;PPL;RO;;39;167696;;;38;;592;Europe/Bucharest;2016-01-08
11003027;Olteanca;Olteanca;;44.86142;24.09753;P;PPL;RO;;39;170685;;;135;;348;Europe/Bucharest;2016-01-08
11048264;Obrocești;Obrocesti;;45.10107;23.92806;P;PPL;RO;;39;173533;;;349;;497;Europe/Bucharest;2016-01-10
11048297;Rotileștii Mici;Rotilestii Mici;;46.03766;26.75144;P;PPL;RO;;40;175670;;;305;;392;Europe/Bucharest;2016-01-11
11048298;Precistanu;Precistanu;;45.7721;27.20991;P;PPL;RO;;40;176212;;;186;;61;Europe/Bucharest;2016-01-11
11048299;Rașca;Rasca;;45.641;26.93061;P;PPL;RO;;40;176338;;;209;;240;Europe/Bucharest;2016-01-11
11048317;Sector 1;Sector 1;Sectorul 1;44.49239;26.04831;P;PPL;RO;;10;179132;11055041;;225453;;86;Europe/Bucharest;2016-02-07
11048318;Sector 2;Sector 2;Sectorul 2;44.4528;26.13321;P;PPL;RO;;10;179132;11055040;;345370;;80;Europe/Bucharest;2016-10-15
11048319;Sector 3;Sector 3;Sectorul 3;44.4234;26.16874;P;PPL;RO;;10;179132;11055044;;385439;;76;Europe/Bucharest;2016-02-07
11048320;Sector 4;Sector 4;Sectorul 4;44.37571;26.12085;P;PPL;RO;;10;179132;11055042;;287828;;79;Europe/Bucharest;2016-02-07
11048322;Sector 5;Sector 5;Sectorul 5;44.38808;26.07144;P;PPL;RO;;10;179132;11055043;;271575;;81;Europe/Bucharest;2016-02-07
11048323;Sector 6;Sector 6;Sectorul 6;44.43579;26.01649;P;PPL;RO;;10;179132;11055039;;367760;;95;Europe/Bucharest;2016-10-15
11049530;Colentina Bridge;Colentina Bridge;;44.46577;26.13689;S;BDG;RO;;10;179132;11055040;;0;10;68;Europe/Bucharest;2016-02-07
11054406;Scroviștea Station;Scrovistea Station;;44.72111;26.02397;S;RSTN;RO;;43;104546;;;0;;109;Europe/Bucharest;2016-02-07
11054414;Sovata Ski Resort;Sovata Ski Resort;Partie Schi Sovata;46.64242;25.15546;S;RSRT;RO;;27;114854;;;0;1200;1173;Europe/Bucharest;2016-02-07
11055039;Sector 6;Sector 6;;44.43778;26.01743;A;ADM3;RO;;10;179132;11055039;;0;;92;Europe/Bucharest;2016-02-07
11055040;District 1 (Sector 1);District 1 (Sector 1);;44.45816;26.1383;A;ADM3;RO;;10;179132;11055040;;0;;81;Europe/Bucharest;2016-10-13
11055041;Sector 1;Sector 1;;44.49136;26.0602;A;ADM3;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
11055042;Sector 4;Sector 4;;44.38191;26.12273;A;ADM3;RO;;10;179132;11055042;;0;;81;Europe/Bucharest;2016-02-07
11055043;Sector 5;Sector 5;;44.40217;26.06236;A;ADM3;RO;;10;179132;11055043;;0;;80;Europe/Bucharest;2016-02-07
11055044;Sector 3;Sector 3;;44.41796;26.16905;A;ADM3;RO;;10;179132;11055044;;0;;79;Europe/Bucharest;2016-02-07
11055118;The Romanian Academy;The Romanian Academy;;44.44378;26.09292;S;STNB;RO;;10;179132;11055041;;0;;90;Europe/Bucharest;2016-02-08
11055119;Horia Hulubei National Institute of Physics and Nuclear Engineering;Horia Hulubei National Institute of Physics and Nuclear Engineering;;44.45628;26.13643;S;ITTR;RO;;10;179132;11055040;;0;;79;Europe/Bucharest;2016-02-08
11072025;Turnul industrial din Dej;Turnul industrial din Dej;;47.16275;23.89634;S;TOWR;RO;;13;55008;;;0;;220;Europe/Bucharest;2016-02-19
11072026;Large Chimney of Lupeni Smelter;Large Chimney of Lupeni Smelter;;45.35124;23.19942;S;TOWR;RO;;21;87059;;;0;;674;Europe/Bucharest;2016-02-19
11072027;CET 2 Borzesti;CET 2 Borzesti;;46.26431;26.7953;S;RUIN;RO;;04;20563;;;0;;189;Europe/Bucharest;2016-02-19
11072028;CET Slatina;CET Slatina;;44.40504;24.37904;S;RUIN;RO;;29;125347;;;0;;174;Europe/Bucharest;2016-02-19
11072054;CET Timisoara Sud;CET Timisoara Sud;;45.70888;21.19726;S;PS;RO;;36;155314;;;0;;93;Europe/Bucharest;2016-02-21
11072093;CET Suceava;CET Suceava;;47.65253;26.29689;S;PS;RO;;34;146370;;;0;;266;Europe/Bucharest;2016-02-22
11072355;Stardust Observatory ( private astronomical observatory );Stardust Observatory ( private astronomical observatory );;45.64154;25.62201;S;ASTR;RO;;09;40198;;;0;597;602;Europe/Bucharest;2016-02-26
11072516;Large Chimney of Zlatna Copper Smelter;Large Chimney of Zlatna Copper Smelter;;46.11448;23.23442;S;TOWR;RO;;01;1936;;;0;;545;Europe/Bucharest;2016-02-29
11102552;Pasaj Basarab Tram Station;Pasaj Basarab Tram Station;;44.45;26.06873;S;RSTN;RO;;10;179132;11055041;;0;;77;Europe/Bucharest;2016-03-24
11102553;Calea Plevnei Tram Station;Calea Plevnei Tram Station;;44.44758;26.06353;S;RSTP;RO;;10;179132;11055039;;0;;75;Europe/Bucharest;2016-03-24
11102554;Depou Militari Tram Station;Depou Militari Tram Station;;44.42952;25.97766;S;RSTP;RO;;10;179132;11055039;;0;;96;Europe/Bucharest;2016-03-24
11102555;Valea Oltului Tram Station;Valea Oltului Tram Station;;44.42471;26.0123;S;RSTN;RO;;10;179132;11055039;;0;;100;Europe/Bucharest;2016-03-24
11102557;Piata Unirii Tram Station;Piata Unirii Tram Station;;44.42657;26.10022;S;RSTN;RO;;10;179132;11055042;;0;;71;Europe/Bucharest;2016-03-24
11126049;Timisoara Vest;Timisoara Vest;;45.72632;21.17267;S;RSTN;RO;;36;155243;;;0;;91;Europe/Bucharest;2016-04-18
11153736;Rapa Rosie;Rapa Rosie;;45.98613;23.59628;T;CLF;RO;;01;1874;;;0;400;424;Europe/Bucharest;2016-05-25
11154363;Port Tulcea AVAL;Port Tulcea AVAL;;45.18651;28.80727;L;PRT;RO;;37;159614;;;0;;9;Europe/Bucharest;2016-05-31
11204178;Magazin ETHAN ALLEN Băneasa;Magazin ETHAN ALLEN Baneasa;;44.51043;26.08614;S;MALL;RO;;10;179132;11055041;;0;;76;Europe/Bucharest;2016-07-14
11204186;MEX CONSTANȚA - raion mobilier de grădină MOBEXPERT;MEX CONSTANTA - raion mobilier de gradina MOBEXPERT;;44.19915;28.60855;S;MALL;RO;;14;60419;;;0;;30;Europe/Bucharest;2016-07-14
11204227;Centrul Logistic MOBEXPERT Tunari;Centrul Logistic MOBEXPERT Tunari;;44.5405;26.13154;S;SHSE;RO;;43;105570;;;0;;74;Europe/Bucharest;2016-07-14
11204236;MEX DEJ - birou MOBEXPERT Dej;MEX DEJ - birou MOBEXPERT Dej;;47.14309;23.87923;L;CTRB;RO;;13;55008;;;0;;218;Europe/Bucharest;2016-07-14
11204238;MOBEXPERT - fabrica CONFO MEX Tunari;MOBEXPERT - fabrica CONFO MEX Tunari;;44.53802;26.13225;S;MFG;RO;;43;105570;;;0;;74;Europe/Bucharest;2016-07-14
11204243;GOTTON - punct de lucru Fierbinți;GOTTON - punct de lucru Fierbinti;;44.69716;26.40282;S;HSE;RO;;22;102749;;;0;;58;Europe/Bucharest;2016-07-15
11204244;GOTTON - punct de lucru București;GOTTON - punct de lucru Bucuresti;;44.43722;26.11622;S;HSE;RO;;10;179132;11055040;;0;;75;Europe/Bucharest;2016-07-15
11204246;MOBEXPERT - fabrica SOFT MEX București;MOBEXPERT - fabrica SOFT MEX Bucuresti;;44.4369;26.1909;S;MFG;RO;;10;179132;11055044;;0;;62;Europe/Bucharest;2016-07-15
11204247;VASNIS - MUSTANG Suceava;VASNIS - MUSTANG Suceava;;47.66448;26.26636;S;MALL;RO;;34;146263;;;0;;273;Europe/Bucharest;2016-07-15
11256992;TP Vision Europe B.V. rep. office;TP Vision Europe B.V. rep. office;;44.4779;26.102;S;BLDO;RO;;10;179132;11055041;;0;;73;Europe/Bucharest;2016-09-15
11282107;DoubleTree by Hilton Hotel Sighisoara - Cavaler;DoubleTree by Hilton Hotel Sighisoara - Cavaler;;46.22059;24.79618;S;HTL;RO;;27;114514;;;0;;343;Europe/Bucharest;2016-11-03
11287471;Cabana Suru;Cabana Suru;;45.59843;24.41544;P;PPLF;RO;;33;145355;;;1;1450;1439;Europe/Bucharest;2016-11-09
11352051;Cabana Canaia;Cabana Canaia;;45.58716;23.83703;T;MTS;RO;;33;143520;;;0;1771;1692;Europe/Bucharest;2016-11-27
11395362;Hotel Castel Dracula;Hotel Castel Dracula;;47.23466;25.00377;S;HTL;RO;;06;35090;;;0;;1099;Europe/Bucharest;2016-12-09
11395371;sub Balea Lac;sub Balea Lac;;45.60584;24.61564;P;PPL;RO;;33;144535;;;0;2000;2169;Europe/Bucharest;2016-12-09
11395570;Water Park Otopeni;Water Park Otopeni;;44.56164;26.06373;L;AMUS;RO;;43;179481;;;0;;84;Europe/Bucharest;2016-12-14
11397287;Obârşia Lotrului;Obarsia Lotrului;;45.43809;23.63228;P;PPL;RO;;39;174254;;;0;;1427;Europe/Bucharest;2016-12-28
11428142;Ski resort Straja, Hunedoara;Ski resort Straja, Hunedoara;Ski resort Straja,Skigebiet Straja,Station de ski Straja,Statiunea Straja,Stazione sciistica Straja,Straja (statiune de munte);45.31898;23.23708;T;MT;RO;;21;87059;;;100;1440;1360;Europe/Bucharest;2017-02-07
11428495;Straja;Straja;;45.3202;23.23673;P;PPL;RO;;21;87059;;;100;1380;1360;Europe/Bucharest;2017-01-24
11494865;Platinia Hotel Cluj Napoca;Platinia Hotel Cluj Napoca;;46.76349;23.57125;S;HTL;RO;;13;54975;;;0;;372;Europe/Bucharest;2017-03-12
11497625;Sannicolau Mare;Sannicolau Mare;;46.08231;20.62275;S;RSTN;RO;;36;155528;;;0;;88;Europe/Bucharest;2017-04-06
11500049;Alexeni;Alexeni;Alexeni;44.70969;26.72129;S;AIRQ;RO;;22;;;;0;;50;Europe/Bucharest;2017-04-09
11500056;Balaci;Balaci;Balaci;44.3731;24.98606;S;AIRF;RO;;35;;;;0;;152;Europe/Bucharest;2017-04-09
11500071;Boboc;Boboc;Boboc,LRBO;45.21637;26.9787;S;AIRB;RO;;11;;;;0;;88;Europe/Bucharest;2017-11-03
11500079;Brasov Heliport;Brasov Heliport;Brasov Heliport;45.65777;25.55702;S;AIRH;RO;;09;;;;0;;543;Europe/Bucharest;2017-04-09
11500082;Bucharest Clinceni;Bucharest Clinceni;Bucharest Clinceni;44.35892;25.93184;S;AIRF;RO;;43;;;;0;;73;Europe/Bucharest;2017-04-09
11500083;Buzau;Buzau;Buzau;45.12506;26.79162;S;AIRF;RO;;11;;;;0;;81;Europe/Bucharest;2017-04-09
11500088;Campia Turzii;Campia Turzii;Campia Turzii,LRCT;46.50232;23.88593;S;AIRB;RO;;13;;;;0;;305;Europe/Bucharest;2017-11-03
11500091;Craiova Balta Verde;Craiova Balta Verde;Craiova Balta Verde;44.28641;23.79112;S;AIRF;RO;;17;;;;0;;72;Europe/Bucharest;2017-04-09
11500095;Deva Saulesti;Deva Saulesti;Deva Saulesti;45.86617;22.96593;S;AIRF;RO;;21;;;;0;;214;Europe/Bucharest;2017-04-09
11500096;Dezmir;Dezmir;Dezmir;46.77919;23.71268;S;AIRF;RO;;13;;;;0;;311;Europe/Bucharest;2017-04-09
11500113;Fetesti;Fetesti;Fetesti,LRFT;44.39227;27.72676;S;AIRB;RO;;41;;;;0;;64;Europe/Bucharest;2017-11-03
11500115;Floreni;Floreni;Floreni,LRFL;47.36278;25.21194;S;AIRF;RO;;34;;;;0;;883;Europe/Bucharest;2017-10-28
11500118;Galati North;Galati North;Galati North;45.50458;28.02991;S;AIRF;RO;;18;;;;0;;23;Europe/Bucharest;2017-04-09
11500133;Homorod;Homorod;Homorod;46.03516;25.26629;S;AIRF;RO;;09;;;;0;;429;Europe/Bucharest;2017-04-09
11500135;Ianca;Ianca;Ianca;45.15864;27.43096;S;AIRF;RO;;08;;;;0;;24;Europe/Bucharest;2017-04-09
11500136;Iasi Military;Iasi Military;Iasi Military;47.15801;27.63753;S;AIRF;RO;;23;;;;0;;61;Europe/Bucharest;2017-04-09
11500177;Magura;Magura;Magura;45.73718;24.16521;S;AIRF;RO;;33;;;;0;;469;Europe/Bucharest;2017-04-09
11500186;Midia;Midia;Midia;44.32889;28.65694;S;AIRH;RO;;14;;;;0;;-9999;Europe/Bucharest;2017-04-09
11500219;Pietroasa;Pietroasa;Pietroasa;44.63817;23.96681;S;AIRF;RO;;39;;;;0;;173;Europe/Bucharest;2017-04-09
11500220;Pitesti Geamana;Pitesti Geamana;Pitesti Geamana;44.81754;24.8979;S;AIRQ;RO;;03;;;;0;;285;Europe/Bucharest;2017-04-09
11500221;Ploiesti;Ploiesti;Ploiesti;44.92368;25.96343;S;AIRF;RO;;30;;;;0;;167;Europe/Bucharest;2017-04-09
11500222;Ploiesti Aero Taxi;Ploiesti Aero Taxi;Ploiesti Aero Taxi;44.965;25.90111;S;AIRH;RO;;30;;;;0;;228;Europe/Bucharest;2017-04-09
11500226;Prejmer;Prejmer;Prejmer;45.70187;25.77841;S;AIRF;RO;;09;;;;0;;527;Europe/Bucharest;2017-04-09
11500243;Sanpetru;Sanpetru;Sanpetru;45.72113;25.63613;S;AIRF;RO;;09;;;;0;;524;Europe/Bucharest;2017-04-09
11500286;Tecuci;Tecuci;Tecuci;45.85323;27.40252;S;AIRF;RO;;18;;;;0;;41;Europe/Bucharest;2017-04-09
11500291;Timisoara Cioca;Timisoara Cioca;Timisoara Cioca;45.78603;21.18863;S;AIRF;RO;;36;;;;0;;98;Europe/Bucharest;2017-04-09
11500292;Tirgu Miles;Tirgu Miles;Tirgu Miles;46.5332;24.52945;S;AIRF;RO;;27;;;;0;;298;Europe/Bucharest;2017-04-09
11500296;Tuzla;Tuzla;Tuzla;43.98417;28.60972;S;AIRF;RO;;14;;;;0;;60;Europe/Bucharest;2017-04-09
11524783;Prejba;Prejba;;45.61212;24.14606;T;MT;RO;;33;145827;;;0;1744;1532;Europe/Bucharest;2017-05-06
11549433;Suter Palace Hotel;Suter Palace Hotel;Palatul Suter;44.41902;26.09309;S;HTL;RO;;10;179132;11055042;;0;;60;Europe/Bucharest;2017-07-19
11592676;Baia Mare Railway Station;Baia Mare Railway Station;BAO,Baia Mare Railway Station;47.64677;23.55233;S;RSTN;RO;;25;106318;;;0;;217;Europe/Bucharest;2017-06-20
11592677;Constanta Bus Station;Constanta Bus Station;CRN,Constanta Bus Station;44.17049;28.63196;S;BUSTN;RO;;14;60419;;;0;;38;Europe/Bucharest;2017-06-18
11594194;Râul Jijia;Raul Jijia;;47.11652;27.82854;H;STM;RO;;23;98603;;;0;;46;Europe/Bucharest;2017-06-29
11608535;Oradea Bus Station;Oradea Bus Station;Gare routiere de Oradea,Gare routière de Oradea,OQR,Oradea Bus Station;47.04249;21.95824;S;BUSTN;RO;;05;26564;;;0;;125;Europe/Bucharest;2017-07-08
11608563;Sibiu Bus Station;Sibiu Bus Station;Gare routiere de Sibiu,Gare routière de Sibiu,SEI,Sibiu Bus Station;45.80056;24.16009;S;BUSTN;RO;;33;143450;;;0;;392;Europe/Bucharest;2017-07-08
11608565;Sibiu Railway Station;Sibiu Railway Station;Gare de Sibiu,Sibiu Railway Station;45.79961;24.16203;S;RSTN;RO;;33;143450;;;0;;395;Europe/Bucharest;2017-07-08
11608575;Satu Mare Bus Station;Satu Mare Bus Station;Gare routiere de Satu Mare,Gare routière de Satu Mare,STU,Satu Mare Bus Station;47.79727;22.89349;S;BUSTN;RO;;32;136483;;;0;;97;Europe/Bucharest;2017-07-08
11608577;Satu Mare Railway Station;Satu Mare Railway Station;Gare de Satu Mare,Satu Mare Railway Station;47.79632;22.89379;S;RSTN;RO;;32;136483;;;0;;97;Europe/Bucharest;2017-07-08
11608581;Târgu Mureş Bus Station;Targu Mures Bus Station;Gare routiere de Targu Mures,Gare routière de Târgu Mureş,TGY,Targu Mures Bus Station,Târgu Mureş Bus Station;46.52706;24.54489;S;BUSTN;RO;;27;114319;;;0;;318;Europe/Bucharest;2017-07-08
11608582;Târgu Mureş Railway Station;Targu Mures Railway Station;Gare de Targu Mures,Gare de Târgu Mureş,Targu Mures Railway Station,Târgu Mureş Railway Station;46.53311;24.54854;S;RSTN;RO;;27;114319;;;0;;318;Europe/Bucharest;2017-07-08
11612423;Bucharest Central University Library;Bucharest Central University Library;;44.43975;26.0973;S;LIBR;RO;;10;179132;11055041;;0;;83;Europe/Bucharest;2017-07-29
11612605;St. Cyril and St. Methodius University of Veliko Turnovo;St. Cyril and St. Methodius University of Veliko Turnovo;;43.73389;25.64917;S;UNIV;RO;;35;153589;;;0;;37;Europe/Bucharest;2017-08-01
11669761;Cabana Pietrele;Cabana Pietrele;;45.4055;22.87817;S;BLDG;RO;;21;91116;;;0;1497;1495;Europe/Bucharest;2017-08-24
11669893;Ibis Styles Hotel;Ibis Styles Hotel;;44.48403;26.09711;S;HTL;RO;;10;179132;11055041;;0;;73;Europe/Bucharest;2017-08-28
11670335;Cabana Piatra Singuratica;Cabana Piatra Singuratica;;46.68386;25.82478;S;BLDG;RO;;20;85760;;;1;1500;1512;Europe/Bucharest;2017-09-04
11749002;"Generatii" Community Center;"Generatii" Community Center;Centrul comunitar „Generatii”,Centrul comunitar „Generații”;44.44046;26.05579;S;CTRCM;RO;;10;179132;11055039;;0;;68;Europe/Bucharest;2017-10-31
