GEONAMEID;NAME;ASCIINAME;ALTERNATENAMES;LATITUDE;LONGITUDE;FEATURE_CLASS;FEATURE_CODE;COUNTRY_CODE;CC2;ADMIN1_CODE;ADMIN2_CODE;ADMIN3_CODE;ADMIN4_CODE;POPULATION;ELEVATION;DEM;TIMEZONE;MODIFICATION_DATE
10115113;Vila Select;Vila Select;;45.50948;25.55734;S;HTL;RO;;09;40303;;;0;;1209;Europe/Bucharest;2016-02-07
10115114;Predeal Comfort Suites;Predeal Comfort Suites;;45.50209;25.57694;S;HTL;RO;;09;40303;;;0;;1046;Europe/Bucharest;2016-02-07
10115115;Pensiunea Regina;Pensiunea Regina;;45.50058;25.57392;S;HTL;RO;;09;40303;;;0;;1029;Europe/Bucharest;2016-02-07
10115116;Orizont Hotel Predeal;Orizont Hotel Predeal;;45.50884;25.57304;S;HTL;RO;;09;40303;;;0;;1051;Europe/Bucharest;2016-02-07
10115117;Hotel Traian Severin;Hotel Traian Severin;;44.63206;22.65597;S;HTL;RO;;26;109773;;;0;;86;Europe/Bucharest;2016-02-07
10115118;Sirena;Sirena;;43.83051;28.58971;S;HTL;RO;;14;60482;;;0;;0;Europe/Bucharest;2016-02-07
10115119;Hora;Hora;;43.83052;28.58968;S;HTL;RO;;14;60482;;;0;;0;Europe/Bucharest;2016-02-07
10115120;Cleopatra;Cleopatra;;43.84289;28.5894;S;HTL;RO;;14;60482;;;0;;1;Europe/Bucharest;2016-02-07
10115121;Balada;Balada;;43.8287;28.5916;S;HTL;RO;;14;60482;;;0;;4;Europe/Bucharest;2016-02-07
10115122;Paradiso;Paradiso;;43.81576;28.58674;S;HTL;RO;;14;60482;;;0;;10;Europe/Bucharest;2016-02-07
10115123;Pacific Hotel;Pacific Hotel;;44.18211;28.61774;S;HTL;RO;;14;60419;;;0;;52;Europe/Bucharest;2016-02-07
10115124;Condor Hotel;Condor Hotel;;45.59355;25.55012;S;HTL;RO;;09;40198;;;0;;1022;Europe/Bucharest;2016-02-07
10115125;Hotel Coandi;Hotel Coandi;;46.16425;21.32218;S;HTL;RO;;02;9262;;;0;;109;Europe/Bucharest;2016-02-07
10115243;Intourist;Intourist;;45.73273;25.65878;S;HTL;RO;;09;41925;;;0;;519;Europe/Bucharest;2016-02-07
10115713;Gloria;Gloria;;47.64355;26.25799;S;AIRH;RO;;34;146263;;;0;0;348;Europe/Bucharest;2016-02-07
10115721;Capital Plaza Hotel Bucharest;Capital Plaza Hotel Bucharest;;44.45261;26.09631;S;AIRH;RO;;10;179132;11055041;;0;0;86;Europe/Bucharest;2016-02-07
10115830;Silver Hotel Conference & Spa;Silver Hotel Conference & Spa;;47.06605;21.96025;S;HTL;RO;;05;26564;;;0;;148;Europe/Bucharest;2016-02-07
10115831;Cristal Hotel;Cristal Hotel;;46.76477;23.57221;S;HTL;RO;;13;54975;;;0;;343;Europe/Bucharest;2016-02-07
10117801;Lyra Hotel;Lyra Hotel;;47.04429;21.96875;S;HTL;RO;;05;26564;;;0;;129;Europe/Bucharest;2016-02-07
10117802;Carol;Carol;;44.17431;28.41784;S;HTL;RO;;14;62360;;;0;;23;Europe/Bucharest;2016-02-07
10117803;Balada Nej;Balada Nej;;44.17923;28.63677;S;HTL;RO;;14;60419;;;0;;44;Europe/Bucharest;2016-02-07
10117804;Paradis Hotel;Paradis Hotel;;46.77971;23.61322;S;HTL;RO;;13;54975;;;0;;332;Europe/Bucharest;2016-02-07
10117806;Ambiance Hotel;Ambiance Hotel;;44.43854;26.0701;S;HTL;RO;;10;179132;11055039;;0;;72;Europe/Bucharest;2016-02-07
10117807;Monterai Resort;Monterai Resort;;45.60921;25.55463;S;HTL;RO;;09;40198;;;0;;951;Europe/Bucharest;2016-02-07
10117971;Pensiunea Natural Guesthouse;Pensiunea Natural Guesthouse;;45.63995;25.59105;S;HTL;RO;;09;40198;;;0;;594;Europe/Bucharest;2016-02-07
10118893;Best Hotel Ploiesti;Best Hotel Ploiesti;;44.93831;26.02249;S;HTL;RO;;30;130534;;;0;;156;Europe/Bucharest;2016-02-07
10119436;Euro Hotels International Triumf;Euro Hotels International Triumf;;44.4638;26.075;S;HTL;RO;;10;179132;11055041;;0;;90;Europe/Bucharest;2016-02-07
10119634;Mirage Snagov Hotel And Resort;Mirage Snagov Hotel And Resort;;44.709;26.171;S;HTL;RO;;43;105160;;;0;;90;Europe/Bucharest;2016-02-07
10119743;Sport & Spa;Sport & Spa;;45.59236;25.55718;S;HTL;RO;;09;40198;;;0;;1045;Europe/Bucharest;2016-02-07
10119744;Rina Vista;Rina Vista;;45.58415;25.52354;S;HTL;RO;;09;40198;;;0;;969;Europe/Bucharest;2016-02-07
10119746;Bradul Hotel-Poiana Brasov;Bradul Hotel-Poiana Brasov;;45.59228;25.55718;S;HTL;RO;;09;40198;;;0;;1045;Europe/Bucharest;2016-02-07
10119868;Muntenia;Muntenia;;44.85722;24.8711;S;HTL;RO;;03;13169;;;0;;278;Europe/Bucharest;2016-02-07
10119869;Galmondo;Galmondo;;45.43278;28.05143;S;HTL;RO;;18;75098;;;0;;26;Europe/Bucharest;2016-02-07
10119870;Visconti Residence;Visconti Residence;;44.43299;25.99485;S;HTL;RO;;10;179132;11055039;;0;;92;Europe/Bucharest;2016-02-07
10119871;Casa Sofia Hotel Bucharest;Casa Sofia Hotel Bucharest;;44.45179;26.10278;S;HTL;RO;;10;179132;11055040;;0;;84;Europe/Bucharest;2016-02-07
10120168;Olimp;Olimp;;46.75509;23.58508;S;HTL;RO;;13;54975;;;0;;432;Europe/Bucharest;2016-02-07
10120169;Meteor;Meteor;;46.77001;23.59418;S;HTL;RO;;13;54975;;;0;;344;Europe/Bucharest;2016-02-07
10120170;Agape Hotel;Agape Hotel;;46.77031;23.59165;S;HTL;RO;;13;54975;;;0;;350;Europe/Bucharest;2016-02-07
10120171;Hostel Nord;Hostel Nord;;45.75;21.20767;S;HTL;RO;;36;155243;;;0;;90;Europe/Bucharest;2016-02-07
10120172;Boavista;Boavista;;45.74561;21.24188;S;HTL;RO;;36;155243;;;0;;87;Europe/Bucharest;2016-02-07
10120173;West Plaza Hotel Bucharest;West Plaza Hotel Bucharest;;44.42964;26.03691;S;HTL;RO;;10;179132;11055039;;0;;90;Europe/Bucharest;2016-02-07
10120174;Radisson Blu Bucharest;Radisson Blu Bucharest;;44.44131;26.09412;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10120175;Phoenicia Comfort;Phoenicia Comfort;;44.51146;26.02037;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10120176;Pensiunea Luiza;Pensiunea Luiza;;45.66248;25.57856;S;HTL;RO;;09;40198;;;0;;551;Europe/Bucharest;2016-02-07
10120177;Pantex Hotel;Pantex Hotel;;45.64278;25.60005;S;HTL;RO;;09;40198;;;0;;619;Europe/Bucharest;2016-02-07
10120923;Oxford Hotel;Oxford Hotel;;44.21689;28.62882;S;HTL;RO;;14;60419;;;0;;8;Europe/Bucharest;2016-02-07
10120951;Bulevard Prestige Hotel;Bulevard Prestige Hotel;;44.42771;24.3655;S;HTL;RO;;29;125347;;;0;;173;Europe/Bucharest;2016-02-07
10120972;Vega Hotel;Vega Hotel;;44.25719;28.62075;S;HTL;RO;;14;60419;;;0;;4;Europe/Bucharest;2016-02-07
10120975;Rivulus Hotel;Rivulus Hotel;;47.65651;23.57123;S;HTL;RO;;25;106318;;;0;;221;Europe/Bucharest;2016-02-07
10121014;Splendid;Splendid;;44.25374;28.61868;S;HTL;RO;;14;60419;;;0;;0;Europe/Bucharest;2016-02-07
10121016;Orfeu;Orfeu;;44.58131;27.32472;S;HTL;RO;;22;92658;;;0;;23;Europe/Bucharest;2016-02-07
10121017;Modern;Modern;;44.25106;28.62085;S;HTL;RO;;14;60419;;;0;;4;Europe/Bucharest;2016-02-07
10121019;Golden Tulip Fantasy Beach;Golden Tulip Fantasy Beach;;44.25413;28.62099;S;HTL;RO;;14;60419;;;0;;6;Europe/Bucharest;2016-02-07
10121020;Dorna;Dorna;;44.21147;28.64432;S;HTL;RO;;14;60419;;;0;;11;Europe/Bucharest;2016-02-07
10121021;Comandor;Comandor;;44.26026;28.61905;S;HTL;RO;;14;60419;;;0;;6;Europe/Bucharest;2016-02-07
10121022;Central Mamaia;Central Mamaia;;44.25202;28.6209;S;HTL;RO;;14;60419;;;0;;5;Europe/Bucharest;2016-02-07
10121051;Pietroasa;Pietroasa;;45.15234;26.82155;S;HTL;RO;;11;44818;;;0;;100;Europe/Bucharest;2016-02-07
10121232;Continental;Continental;;44.63209;22.67397;S;HTL;RO;;26;109773;;;0;;66;Europe/Bucharest;2016-02-07
10121233;Pension Anette;Pension Anette;;45.77126;21.22296;S;HTL;RO;;36;155243;;;0;;91;Europe/Bucharest;2016-02-07
10121234;Aurelia Hotel;Aurelia Hotel;;45.69648;21.1794;S;HTL;RO;;36;155314;;;0;;86;Europe/Bucharest;2016-02-07
10121236;Black Lord;Black Lord;;46.54482;24.53553;S;HTL;RO;;27;114319;;;0;;306;Europe/Bucharest;2016-02-07
10121237;Ioana;Ioana;;46.1374;25.8542;S;HTL;RO;;20;83428;;;0;;639;Europe/Bucharest;2016-02-07
10121240;Vila Transylvanian Inn;Vila Transylvanian Inn;;45.52492;25.36106;S;HTL;RO;;09;40633;;;0;;756;Europe/Bucharest;2016-02-07
10121250;Central Plaza;Central Plaza;;46.9299;26.36294;S;HTL;RO;;28;120726;;;0;;312;Europe/Bucharest;2016-02-07
10121284;Yaky Hotel;Yaky Hotel;;44.84703;24.88544;S;HTL;RO;;03;13169;;;0;;281;Europe/Bucharest;2016-02-07
10121285;Magic Trivale Hotel;Magic Trivale Hotel;;44.8661;24.86203;S;HTL;RO;;03;13169;;;0;;277;Europe/Bucharest;2016-02-07
10121286;Magic Centru Hotel;Magic Centru Hotel;;44.85731;24.86915;S;HTL;RO;;03;13169;;;0;;281;Europe/Bucharest;2016-02-07
10121287;Decebal Hotel;Decebal Hotel;;46.56561;26.91068;S;HTL;RO;;04;20297;;;0;;169;Europe/Bucharest;2016-02-07
10121326;Alcadibo Center;Alcadibo Center;;44.86062;24.87117;S;HTL;RO;;03;13169;;;0;;277;Europe/Bucharest;2016-02-07
10121382;Zenix Hotel;Zenix Hotel;;44.39234;26.09281;S;HTL;RO;;10;179132;11055043;;0;;82;Europe/Bucharest;2016-02-07
10121383;Victoriei Residence;Victoriei Residence;;44.44112;26.09527;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10121384;Unirii Residence;Unirii Residence;;44.42386;26.10613;S;HTL;RO;;10;179132;11055042;;0;;73;Europe/Bucharest;2016-02-07
10121385;Tecadra Hotel;Tecadra Hotel;;44.5139;26.12649;S;HTL;RO;;43;179551;;;0;;87;Europe/Bucharest;2016-02-07
10121386;Sarroglia Hotel;Sarroglia Hotel;;44.44225;26.10949;S;HTL;RO;;10;179132;11055040;;0;;84;Europe/Bucharest;2016-02-07
10121388;Hemingway Residence;Hemingway Residence;;44.4332;26.11207;S;HTL;RO;;10;179132;11055044;;0;;84;Europe/Bucharest;2016-02-07
10121389;Casa Victor;Casa Victor;;44.46311;26.08418;S;HTL;RO;;10;179132;11055041;;0;;87;Europe/Bucharest;2016-02-07
10121390;Best Western Plus Mari Vila;Best Western Plus Mari Vila;;44.4074;26.21603;S;HTL;RO;;10;179132;11055044;;0;;63;Europe/Bucharest;2016-02-07
10121391;Berthelot Hotel;Berthelot Hotel;;44.44202;26.09273;S;HTL;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
10121464;Jiul Hotel;Jiul Hotel;;44.32127;23.79621;S;HTL;RO;;17;69900;;;0;;97;Europe/Bucharest;2016-02-07
10121488;Sydney Hotel;Sydney Hotel;;44.31268;23.85255;S;HTL;RO;;17;74859;;;0;;142;Europe/Bucharest;2016-02-07
10121489;Plus Hotel;Plus Hotel;;44.29474;23.84162;S;HTL;RO;;17;73068;;;0;;117;Europe/Bucharest;2016-02-07
10121490;Europeca Hotel;Europeca Hotel;;44.32541;23.80343;S;HTL;RO;;17;69900;;;0;;104;Europe/Bucharest;2016-02-07
10121500;Parc Hotel;Parc Hotel;;44.32027;23.78951;S;HTL;RO;;17;69900;;;0;;90;Europe/Bucharest;2016-02-07
10121502;Emma West;Emma West;;44.31387;23.83112;S;HTL;RO;;17;69900;;;0;;120;Europe/Bucharest;2016-02-07
10121503;Emma Est;Emma Est;;44.31387;23.83112;S;HTL;RO;;17;69900;;;0;;120;Europe/Bucharest;2016-02-07
10121616;Best Western Savoy Hotel;Best Western Savoy Hotel;;44.21244;28.64266;S;HTL;RO;;14;60419;;;0;;3;Europe/Bucharest;2016-02-07
10121638;Maria Hotel;Maria Hotel;;44.16992;28.63733;S;HTL;RO;;14;60419;;;0;;41;Europe/Bucharest;2016-02-07
10121641;Megalos;Megalos;;44.19349;28.64947;S;HTL;RO;;14;60419;;;0;;27;Europe/Bucharest;2016-02-07
10121642;Guci;Guci;;44.19599;28.64207;S;HTL;RO;;14;60419;;;0;;17;Europe/Bucharest;2016-02-07
10121643;Gmg Hotel;Gmg Hotel;;44.20488;28.63617;S;HTL;RO;;14;60419;;;0;;-2;Europe/Bucharest;2016-02-07
10121644;Class;Class;;44.18601;28.63915;S;HTL;RO;;14;60419;;;0;;41;Europe/Bucharest;2016-02-07
10121898;Tranzzit Hotel;Tranzzit Hotel;;44.44103;26.07915;S;HTL;RO;;10;179132;11055041;;0;;79;Europe/Bucharest;2016-02-07
10121899;Epoque Hotel;Epoque Hotel;;44.43676;26.08715;S;HTL;RO;;10;179132;11055041;;0;;73;Europe/Bucharest;2016-02-07
10121967;Neon Hotel;Neon Hotel;;45.77373;21.22144;S;HTL;RO;;36;155243;;;0;;89;Europe/Bucharest;2016-02-07
10121968;Arta Hotel;Arta Hotel;;45.77144;21.28262;S;HTL;RO;;36;155289;;;0;;86;Europe/Bucharest;2016-02-07
10121969;Best Western Plus Fusion;Best Western Plus Fusion;;46.75085;23.52089;S;HTL;RO;;13;57706;;;0;;358;Europe/Bucharest;2016-02-07
10121970;Michelangelo;Michelangelo;;44.44884;26.09162;S;HTL;RO;;10;179132;11055041;;0;;87;Europe/Bucharest;2016-02-07
10122699;Volo;Volo;;44.43392;26.08977;S;HTL;RO;;10;179132;11055043;;0;;78;Europe/Bucharest;2016-02-07
10122700;Centre Ville By Radisson Blu;Centre Ville By Radisson Blu;;44.44121;26.09434;S;HTL;RO;;10;179132;11055041;;0;;87;Europe/Bucharest;2016-02-07
10122791;Senator Hotel;Senator Hotel;;45.7715;21.27687;S;HTL;RO;;36;155243;;;0;;93;Europe/Bucharest;2016-02-07
10122792;Green Forum;Green Forum;;44.46593;26.0895;S;HTL;RO;;10;179132;11055041;;0;;88;Europe/Bucharest;2016-02-07
10122793;Christina Hotel;Christina Hotel;;44.451;26.097;S;HTL;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
10123350;Hotel Opal;Hotel Opal;;46.76256;23.61026;S;HTL;RO;;13;54975;;;0;;365;Europe/Bucharest;2016-02-07
10123392;Delpack;Delpack;;45.73513;21.21898;S;HTL;RO;;36;155243;;;0;;85;Europe/Bucharest;2016-02-07
10123393;Levoslav House Hotel;Levoslav House Hotel;;45.79719;24.15406;S;HTL;RO;;33;143450;;;0;;428;Europe/Bucharest;2016-02-07
10123394;Premier Cluj;Premier Cluj;;46.77701;23.60157;S;HTL;RO;;13;54975;;;0;;334;Europe/Bucharest;2016-02-07
10123435;Mistral Resort Moieciu;Mistral Resort Moieciu;;45.42352;25.36354;S;HTL;RO;;09;41471;;;0;;1091;Europe/Bucharest;2016-02-07
10123477;Zava Hotel;Zava Hotel;;44.43522;26.11811;S;HTL;RO;;10;179132;11055040;;0;;84;Europe/Bucharest;2016-02-07
10124387;Crystal Palace;Crystal Palace;;44.48436;26.09796;S;HTL;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
10124389;Crowne Plaza;Crowne Plaza;;44.4792;26.06429;S;HTL;RO;;10;179132;11055041;;0;;91;Europe/Bucharest;2016-02-07
10124390;Razvan;Razvan;;44.4332;26.12343;S;HTL;RO;;10;179132;11055044;;0;;80;Europe/Bucharest;2016-02-07
10124513;Gloria;Gloria;;47.8449;25.92192;S;HTL;RO;;34;146628;;;0;;366;Europe/Bucharest;2016-02-07
10124537;Pullman;Pullman;;44.405;26.093;S;HTL;RO;;10;179132;11055043;;0;;86;Europe/Bucharest;2016-02-07
10124538;Domenii Plaza By Residence Hotels;Domenii Plaza By Residence Hotels;;44.43771;26.09737;S;HTL;RO;;10;179132;11055041;;0;;88;Europe/Bucharest;2016-02-07
10124542;Caro Parc 3*;Caro Parc 3*;;44.479;26.094;S;HTL;RO;;10;179132;11055041;;0;;84;Europe/Bucharest;2016-02-07
10124546;Inter Business Bucharest Hotel;Inter Business Bucharest Hotel;;44.41658;26.17518;S;HTL;RO;;10;179132;11055044;;0;;75;Europe/Bucharest;2016-02-07
10124548;Stars Hotel Bucharest;Stars Hotel Bucharest;;44.44724;26.08542;S;HTL;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
10124550;Relax Comfort Suites;Relax Comfort Suites;;44.43887;26.10098;S;HTL;RO;;10;179132;11055041;;0;;93;Europe/Bucharest;2016-02-07
10124552;City Hotel;City Hotel;;44.42694;26.02296;S;HTL;RO;;10;179132;11055039;;0;;91;Europe/Bucharest;2016-02-07
10124712;Hotel Savoy;Hotel Savoy;;45.74766;21.22431;S;HTL;RO;;36;155243;;;0;;91;Europe/Bucharest;2016-02-07
10125680;DoubleTree by Hilton Hotel Oradea;DoubleTree by Hilton Hotel Oradea;;47.05436;21.94874;S;HTL;RO;;05;26564;;;0;;133;Europe/Bucharest;2016-11-02
10125691;Lev Or Hotel Bucharest;Lev Or Hotel Bucharest;;44.44754;26.08432;S;HTL;RO;;10;179132;11055041;;0;;85;Europe/Bucharest;2016-02-07
10125694;Pullman World Trade Center;Pullman World Trade Center;;44.47603;26.06979;S;HTL;RO;;10;179132;11055041;;0;;93;Europe/Bucharest;2016-02-07
10125695;Centre Ville Aparthotel;Centre Ville Aparthotel;;44.44162;26.09295;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10125786;Casa Cranta;Casa Cranta;;45.64766;25.59611;S;HTL;RO;;09;40198;;;0;;597;Europe/Bucharest;2016-02-07
10125809;KK Elisabeta Hotel;KK Elisabeta Hotel;;44.43576;26.10476;S;HTL;RO;;10;179132;11055044;;0;;87;Europe/Bucharest;2016-02-07
10126969;Epoque Suites;Epoque Suites;;44.43709;26.08704;S;HTL;RO;;10;179132;11055041;;0;;74;Europe/Bucharest;2016-02-07
10126972;Tulip Inn Sunny Hill Hotel;Tulip Inn Sunny Hill Hotel;;46.71664;23.57583;S;HTL;RO;;13;54975;;;0;;597;Europe/Bucharest;2016-02-07
10127072;Premier Hotel;Premier Hotel;;46.7711;23.55205;S;HTL;RO;;13;54975;;;0;;350;Europe/Bucharest;2016-02-07
10127361;Nelisse;Nelisse;;44.44668;26.13219;S;HTL;RO;;10;179132;11055040;;0;;81;Europe/Bucharest;2016-02-07
10127856;Savoy Hotel Timisoara;Savoy Hotel Timisoara;;45.74785;21.22434;S;HTL;RO;;36;155243;;;0;;91;Europe/Bucharest;2016-02-07
10127857;Perla 2 Hotel;Perla 2 Hotel;;45.74206;21.22934;S;HTL;RO;;36;155243;;;0;;89;Europe/Bucharest;2016-02-07
10127858;Grand Hotel Traian;Grand Hotel Traian;;47.16589;27.57927;S;HTL;RO;;23;95060;;;0;;65;Europe/Bucharest;2016-02-07
10127860;Herastrau Hotel;Herastrau Hotel;;44.48025;26.07905;S;HTL;RO;;10;179132;11055041;;0;;82;Europe/Bucharest;2016-02-07
10127861;Royal Bucharest;Royal Bucharest;;44.42731;26.11173;S;HTL;RO;;10;179132;11055044;;0;;77;Europe/Bucharest;2016-02-07
10127862;Cantemir;Cantemir;;44.42066;26.10462;S;HTL;RO;;10;179132;11055042;;0;;71;Europe/Bucharest;2016-02-07
10127863;Bliss;Bliss;;44.42786;26.14611;S;HTL;RO;;10;179132;11055044;;0;;75;Europe/Bucharest;2016-02-07
10127864;Grand Hotel Perla Ciucasului;Grand Hotel Perla Ciucasului;;45.63403;25.75822;S;HTL;RO;;09;42003;;;0;;628;Europe/Bucharest;2016-02-07
10128611;Royal Plaza;Royal Plaza;;45.76776;21.2609;S;HTL;RO;;36;155243;;;0;;86;Europe/Bucharest;2016-02-07
10128936;Armonia Hotel s;Armonia Hotel s;;44.43489;26.10863;S;HTL;RO;;10;179132;11055040;;0;;83;Europe/Bucharest;2016-02-07
10128987;Nelisse One;Nelisse One;;44.44666;26.13232;S;HTL;RO;;10;179132;11055040;;0;;81;Europe/Bucharest;2016-02-07
10128988;Lido;Lido;;44.44152;26.09918;S;HTL;RO;;10;179132;11055041;;0;;90;Europe/Bucharest;2016-02-07
10129011;Minotel Floris;Minotel Floris;;45.44615;25.93978;S;HTL;RO;;30;134096;;;0;;867;Europe/Bucharest;2016-02-07
10129057;Capitolina;Capitolina;;46.76676;23.58628;S;HTL;RO;;13;54975;;;0;;354;Europe/Bucharest;2016-02-07
10129797;Confort Hotel Cluj Napoca;Confort Hotel Cluj Napoca;;46.76338;23.59769;S;HTL;RO;;13;54975;;;0;;375;Europe/Bucharest;2016-02-07
10129798;Ambient Hotel;Ambient Hotel;;45.64869;25.59812;S;HTL;RO;;09;40198;;;0;;574;Europe/Bucharest;2016-02-07
10129799;El Greco;El Greco;;44.43734;26.10576;S;HTL;RO;;10;179132;11055040;;0;;86;Europe/Bucharest;2016-02-07
10129800;President Tg Mures;President Tg Mures;;46.51552;24.51986;S;HTL;RO;;27;114319;;;0;;310;Europe/Bucharest;2016-02-07
10129801;Denisa Otopeni;Denisa Otopeni;;44.547;26.08176;S;HTL;RO;;43;179481;;;0;;92;Europe/Bucharest;2016-02-07
10129802;Caro Golf;Caro Golf;;44.47514;26.10845;S;HTL;RO;;10;179132;11055040;;0;;85;Europe/Bucharest;2016-02-07
10129803;Egreta;Egreta;;45.174;28.8009;S;HTL;RO;;37;159614;;;0;;31;Europe/Bucharest;2016-02-07
10129804;Johann Strauss;Johann Strauss;;44.46699;26.1025;S;HTL;RO;;10;179132;11055041;;0;;86;Europe/Bucharest;2016-02-07
10129805;International;International;;45.3309;25.5555;S;HTL;RO;;30;131540;;;0;;797;Europe/Bucharest;2016-02-07
10171158;Poenari Castle;Poenari Castle;Cetatea Poenari,Citadel of Negru Voda,Citadel of Negru Vodă,Citadel of Tepes Voda,Citadel of Țepeș Vodă,Poenari Citadel;45.35375;24.63522;S;CSTL;RO;;03;14049;;;0;860;816;Europe/Bucharest;2016-02-07
10172980;Girocului;Girocului;Calea Martirilor;45.73039;21.23095;P;PPLX;RO;;36;155243;;;0;;85;Europe/Bucharest;2015-03-23
10172995;Elisabetin;Elisabetin;;45.74173;21.22547;P;PPLX;RO;;36;155243;;;0;;90;Europe/Bucharest;2015-03-23
10174222;Ambient Pensiune;Ambient Pensiune;;45.6502;25.60524;S;HTL;RO;;09;40198;;;0;;570;Europe/Bucharest;2016-02-07
10174653;Alutus Superior;Alutus Superior;;45.10791;24.37111;S;HTL;RO;;39;167473;;;0;;240;Europe/Bucharest;2016-02-07
10175550;N Tulip Mamaia Hotel;N Tulip Mamaia Hotel;;44.25431;28.62116;S;HTL;RO;;14;60419;;;0;;6;Europe/Bucharest;2016-02-07
10176037;Rizzo;Rizzo;;45.58968;25.5476;S;HTL;RO;;09;40198;;;0;;1007;Europe/Bucharest;2016-02-07
10176042;Complex Cochet;Complex Cochet;;45.39299;25.53819;S;HTL;RO;;30;131210;;;0;;864;Europe/Bucharest;2016-02-07
10176186;Fantanita Haiducului;Fantanita Haiducului;;45.78744;24.14326;S;HTL;RO;;33;143450;;;0;;426;Europe/Bucharest;2016-02-07
10176276;Apa Nova;Apa Nova;;44.39091;26.11094;S;WTRW;RO;;10;179132;11055042;;0;;83;Europe/Bucharest;2016-02-07
10176278;Aviatiei;Aviatiei;;44.4825;26.10225;P;PPLX;RO;;10;179132;11055040;;0;;85;Europe/Bucharest;2016-02-07
10176279;Dorobanti;Dorobanti;;44.45934;26.09363;P;PPLX;RO;;10;179132;11055041;;0;;87;Europe/Bucharest;2016-02-07
10176280;Soseaua Oltenitei;Soseaua Oltenitei;;44.38847;26.11832;P;PPLX;RO;;10;179132;11055042;;0;;82;Europe/Bucharest;2016-02-07
10176282;Dristor;Dristor;;44.41833;26.14241;P;PPLX;RO;;10;179132;11055044;;0;;74;Europe/Bucharest;2016-02-07
10176437;Splendid Hotel-Mamaia;Splendid Hotel-Mamaia;;44.25399;28.61843;S;HTL;RO;;14;60419;;;0;;1;Europe/Bucharest;2016-02-07
10176904;Tal Forum;Tal Forum;;47.05536;21.94294;S;HTL;RO;;05;26564;;;0;;126;Europe/Bucharest;2016-02-07
10177055;CET Progresu;CET Progresu;;44.37175;26.10657;S;PS;RO;;10;179132;11055042;;0;;93;Europe/Bucharest;2016-02-07
10227998;Continental Tirgu Mures;Continental Tirgu Mures;;46.54493;24.55676;S;HTL;RO;;27;114319;;;0;;311;Europe/Bucharest;2016-02-07
10227999;Business Conference & Spa Hotel;Business Conference & Spa Hotel;;46.64768;23.91724;S;HTL;RO;;13;56844;;;0;;322;Europe/Bucharest;2016-02-07
10228057;Atlas;Atlas;;45.61217;25.65943;S;HTL;RO;;09;40438;;;0;;644;Europe/Bucharest;2016-02-07
10228460;Arc De Triomphe By Residence Hotels;Arc De Triomphe By Residence Hotels;;44.46074;26.07737;S;HTL;RO;;10;179132;11055041;;0;;90;Europe/Bucharest;2016-02-07
10228462;Hello Hotels;Hello Hotels;;44.44607;26.07858;S;HTL;RO;;10;179132;11055041;;0;;82;Europe/Bucharest;2016-02-07
10228463;Epoque Luxury Boutique Hotel;Epoque Luxury Boutique Hotel;;44.43675;26.08696;S;HTL;RO;;10;179132;11055041;;0;;73;Europe/Bucharest;2016-02-07
10228464;Centre Ville Aparthotel By Radisson Blu;Centre Ville Aparthotel By Radisson Blu;;44.44133;26.0945;S;HTL;RO;;10;179132;11055041;;0;;89;Europe/Bucharest;2016-02-07
10228666;Wolf 1;Wolf 1;;45.54049;25.37639;S;HTL;RO;;09;40492;;;0;;704;Europe/Bucharest;2016-02-07
10228667;Wolf 2;Wolf 2;;45.54044;25.37635;S;HTL;RO;;09;40492;;;0;;704;Europe/Bucharest;2016-02-07
10228796;Orfeu;Orfeu;;44.25966;28.61919;S;HTL;RO;;14;60419;;;0;;6;Europe/Bucharest;2016-02-07
10228797;Del Mar;Del Mar;;44.21975;28.63346;S;HTL;RO;;14;60419;;;0;;3;Europe/Bucharest;2016-02-07
10228798;Palm Beach Hotel;Palm Beach Hotel;;44.24176;28.62279;S;HTL;RO;;14;60419;;;0;;3;Europe/Bucharest;2016-02-07
10228883;Unirea Hotel & Spa;Unirea Hotel & Spa;;47.16541;27.58637;S;HTL;RO;;23;95060;;;0;;73;Europe/Bucharest;2016-02-07
10228997;Levoslav House Villa;Levoslav House Villa;;45.79718;24.15417;S;HTL;RO;;33;143450;;;0;;428;Europe/Bucharest;2016-02-07
10229217;Boavista Hotel & Aparthotel;Boavista Hotel & Aparthotel;;45.74554;21.24148;S;HTL;RO;;36;155243;;;0;;87;Europe/Bucharest;2016-02-07
10229834;Rina Tirol;Rina Tirol;;45.59779;25.55976;S;HTL;RO;;09;40198;;;0;;1047;Europe/Bucharest;2016-02-07
10229835;Lux Garden;Lux Garden;;45.44337;25.58978;S;HTL;RO;;30;130954;;;0;;983;Europe/Bucharest;2016-02-07
